App,Version,Package,AndroidVersion,minSdkVersion,Landroid/app/job/JobInfo/Builder;->build,Lcom/google/android/gms/gcm/PeriodicTask/Builder;->build,Lcom/google/android/gms/gcm/OneoffTask/Builder;->build,Landroid/app/AlarmManager;->setWindow,Landroid/app/AlarmManager;->setExact,Landroid/app/AlarmManager;->setExactAndAllowWhileIdle,Landroid/app/AlarmManager;->setInexactRepeating,Landroid/app/AlarmManager;->setRepeating,Landroid/app/AlarmManager;->set,Landroid/app/AlarmManager;->setAndAllowWhileIdle,Landroid/app/AlarmManager;->setAlarmClock,Landroid/os/Handler;->post,Landroid/os/Handler;->postDelayed,Landroid/os/Handler;->sendEmptyMessage,Landroid/os/Handler;->sendMessage,Landroid/os/Handler;->sendMessageAtTime,Landroid/os/Handler;->sendMessageDelayed
com.mobileroadie.app_2022,5.2,com.mobileroadie.app_2022,,9,0,0,0,0,0,0,0,0,2,0,0,350,56,27,11,0,2
com.mobileroadie.app_28209,5.1.000,com.mobileroadie.app_28209,,9,0,0,0,0,0,0,0,0,2,0,0,344,58,27,13,0,2
com.mobiletone,1.0,com.mobiletone,,8,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0
com.moblico.chamber2go.Springfieldoh2go,1.0,com.moblico.chamber2go.Springfieldoh2go,,8,0,0,0,0,0,0,1,1,2,0,0,23,11,14,6,0,1
com.molecularts,2.4.8,com.molecularts,17,10,0,0,0,0,0,0,1,0,1,0,0,55,19,6,15,0,9
com.moneytalkdev.moneytoktok,1.0.2,com.moneytalkdev.moneytoktok,,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
com.monotype.android.font.niceawsont.comic,2.0,com.monotype.android.font.niceawsont.comic,,9,0,0,0,0,0,0,0,0,0,0,0,44,15,6,12,0,11
com.montesinoandroid,1.3,com.montesinoandroid,,14,0,0,0,0,0,0,0,0,1,0,0,32,11,1,21,0,11
com.mplus.mplus_09_38_n,4.8,com.mplus.mplus_09_38_n,,8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
com.netm.app.national_flag_sw_free,1.0,com.netm.app.national_flag_sw_free,,7,0,0,0,0,0,0,0,0,0,0,0,47,9,26,3,0,10
com.newsandsentinel.allaccess,1.9.1,com.newsandsentinel.allaccess,,8,0,0,0,0,0,0,0,0,1,0,0,10,2,11,2,0,8
com.nhn.android.mail,2.0.12,com.nhn.android.mail,19,14,0,0,0,0,1,0,0,1,2,0,0,26,25,10,6,0,1
com.notidroid,3.1,com.notidroid,,8,0,0,0,0,0,0,0,1,0,0,0,54,29,10,5,0,21
com.np.android.puzzlemazenp,1.02,com.np.android.puzzlemazenp,,5,0,0,0,0,0,0,0,0,0,0,0,20,4,4,1,0,0
com.nuthon.consumer,1.2,com.nuthon.consumer,,9,0,0,0,0,0,0,0,0,0,0,0,33,5,6,10,0,10
com.olivephone.office,2.0.2,com.olivephone.office,,7,0,0,0,0,0,0,0,0,0,0,0,82,8,41,31,0,8
com.ombiel.campusm.bradford,5.4.2,com.ombiel.campusm.bradford,,16,0,0,0,0,0,0,2,0,2,0,0,151,45,7,10,0,12
com.ookbee.casaviva,3.3.12,com.ookbee.casaviva,,14,0,0,0,0,0,0,0,0,1,0,0,100,26,35,44,0,1
com.pantherapps.xrayxd,1.4,com.pantherapps.xrayxd,,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
com.perkinsmotors.dealerapp,3.0.61,com.perkinsmotors.dealerapp,22,9,0,0,0,0,0,0,1,0,1,0,0,41,13,3,12,0,5
com.pictosoft.global.mog,1.1.11,com.pictosoft.global.mog,,7,0,0,0,0,0,0,0,0,0,0,0,10,7,36,9,0,10
com.pocktgames.fingerskatexl,2.7,com.pocktgames.fingerskatexl,,9,0,0,0,0,0,0,0,0,2,0,0,75,37,3,11,0,12
com.presidentialluxury.mobile.android,2.1,com.presidentialluxury.mobile.android,,8,0,0,0,0,0,0,0,0,0,0,0,33,6,6,10,0,10
com.project.halmeapp,1.1.3,com.project.halmeapp,,11,0,0,0,0,0,0,0,2,2,0,0,39,34,27,4,0,0
com.qbmobile.horoscope,1.033,com.qbmobile.horoscope,,9,0,0,0,0,0,0,0,0,0,0,0,13,1,6,6,0,1
com.qublilabo.osechimaster,1.0.3,com.qublilabo.osechimaster,,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0
com.rachApps.tasker,1.3.1,com.rachApps.tasker,21,14,0,0,0,0,0,0,0,0,1,0,0,46,9,6,10,0,12
com.reverbnation.artistapp.i1168790,1.1.7,com.reverbnation.artistapp.i1168790,,7,0,0,0,0,0,0,0,1,1,0,0,8,1,19,2,0,0
com.reverbnation.artistapp.i611531,1.1.6,com.reverbnation.artistapp.i611531,,7,0,0,0,0,0,0,0,1,1,0,0,8,1,19,2,0,0
com.sagilstudio.covua,1.0,com.sagilstudio.covua,,8,0,0,0,0,0,0,0,0,0,0,0,54,9,1,3,0,0
com.sappsuma.salonapps.pacodelgadohairdressing,3.9.1,com.sappsuma.salonapps.pacodelgadohairdressing,,14,0,0,0,0,0,0,1,0,2,0,0,44,11,3,10,0,12
com.snrblabs.grooveip,2.0.10.1,com.snrblabs.grooveip,,8,0,0,0,0,0,0,1,3,1,0,0,128,44,26,21,0,21
com.sntown.messengerpal,1.7.4,com.sntown.messengerpal,15,9,0,0,0,0,0,0,0,0,1,0,0,43,9,3,17,0,11
com.softnetplus.baskinta.com,34,com.softnetplus.baskinta.com,,9,0,0,0,0,0,0,1,0,1,0,0,58,32,12,11,0,12
com.stl.smarteagle,1.3,com.stl.smarteagle,,8,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,1
com.subsplash.thechurchapp.s_7XKJ73,2.10.6,com.subsplash.thechurchapp,,9,0,0,0,0,0,0,0,0,0,0,0,13,14,8,1,0,4
com.taobao.reader.s73,2.4.3,com.taobao.reader.s73,,5,0,0,0,0,0,0,0,0,1,0,0,3,4,75,30,0,2
com.tapatalk.serviceacademyforumscom,3.12.14,com.tapatalk.serviceacademyforumscom,,14,0,0,0,0,0,0,0,4,1,0,0,74,31,8,97,0,15
com.tapptic.rtl2,1.2.2,com.tapptic.rtl2,19,9,0,0,0,0,0,0,0,0,1,0,0,75,24,6,17,0,12
com.techone.runningbird,1.0.2,com.techone.runningbird,,10,0,0,0,0,0,0,0,0,0,0,0,37,7,0,10,0,11
com.thebreakingnews.myapp,1.0,com.thebreakingnews.myapp,,9,0,0,0,0,0,0,0,1,0,0,0,79,30,15,15,0,33
com.TheFreedomofLife.book.AOTJLDHWGDEADFAL,1.0,com.appmk.book.main,,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
com.theirapp.healthmarkets,1.0.40,com.theirapp.healthmarkets,,15,0,0,0,0,0,0,0,1,4,0,0,42,9,9,18,0,2
com.theolivetree.sshserver,0.13.0.1,com.theolivetree.sshserver,,7,0,0,0,0,0,0,0,0,0,0,0,34,6,6,10,0,11
com.Tobit.android.Slitte6383210878,3.128,com.Tobit.android.Slitte6383210878,,8,0,0,0,0,0,0,0,0,0,0,0,28,46,8,9,0,6
com.touchofmodern,2.8,com.touchofmodern,21,15,0,0,0,0,0,0,1,0,2,0,0,75,26,6,21,0,12
com.tripwolf.miniapp_151071_free,3.6.1,com.tripwolf.miniapp_151071_free,23,14,0,0,0,0,1,0,1,1,1,0,0,154,38,14,22,1,7
com.turner.android.ncaa,2.1.9,com.turner.android.ncaa,21,14,0,0,0,0,0,0,1,1,1,0,0,248,28,14,29,3,15
com.uangel.tomokidsBaluppo,1.0.3,com.uangel.tomokidsBaluppo,21,9,0,0,0,0,0,0,0,0,1,0,0,13,6,10,0,0,2
com.ufukmarmara.Dua,1.0,com.ufukmarmara.Dua,,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
com.uschoolnet.app030,1.1,com.uschoolnet.app030,,8,0,0,0,0,0,0,0,0,1,0,0,18,0,15,11,0,1
com.vandrio.buffalosfire,2.003,com.vandrio.buffalosfire,,8,0,0,0,0,0,0,0,0,3,0,0,15,3,28,5,0,0
com.vicfirth.vicfirthdigital,1.1,com.vicfirth.vicfirthdigital,22,15,0,0,0,0,0,0,2,0,2,0,0,29,23,5,1,2,2
com.vioside.fad,3.079,com.vioside.fad,,14,0,0,0,0,0,0,1,0,2,0,0,39,8,6,12,0,20
com.visibleapps.mediapp.ui194201,1.2.7,com.visibleapps.mediapp.ui194201,,7,0,0,0,0,0,0,0,0,1,0,0,11,0,9,8,0,0
com.visitapps.hamilton,4.7.0,com.visitapps.hamilton,16,14,0,0,0,0,0,0,0,0,4,0,0,51,11,38,11,0,11
com.vivomobile.thebigsalad,2.2.1,com.vivomobile.thebigsalad,21,10,0,0,0,0,0,0,0,0,2,0,0,48,9,6,10,0,12
com.vnproject.tdpharmacy,1.1,com.vnproject.tdpharmacy,,8,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0
com.wadoori.TabTabdot,1.1,com.wadoori.TabTabdot,,9,0,0,0,0,0,0,0,0,0,0,0,36,14,6,7,0,2
com.wairlinebooking,3.2,com.wairlinebooking,,9,0,0,0,0,0,0,0,1,0,0,0,79,30,15,15,0,33
com.weff309b01249f0d454ea652128bcaa2d,0.1,com.weff309b01249f0d454ea652128bcaa2d,,8,0,0,0,0,0,0,0,0,4,0,0,22,9,4,5,0,1
com.weite_welt.rainalert.android,1.0,com.weite_welt.rainalert.android,,9,0,0,0,0,0,0,0,1,1,0,0,3,0,6,0,0,0
com.WevesLiveWallpaperHDHQ,3.0,com.WevesLiveWallpaperHDHQ,,9,0,0,0,0,0,0,0,0,1,0,0,28,7,6,10,0,10
com.wiziapp.app113834,2.3.0,com.wiziapp.app113834,,8,0,0,0,0,0,0,0,0,1,0,0,20,4,6,6,0,4
com.wKillingtonSkiResort,3.0,com.wKillingtonSkiResort,,7,0,0,0,0,0,0,0,0,4,0,0,4,9,2,0,0,0
com.wNatureSingapore,0.1,com.wNatureSingapore,,7,0,0,0,0,0,0,0,0,4,0,0,4,9,2,0,0,0
com.wowwee.foamfighters.es,1.5.7,com.wowwee.foamfighters.es,,9,0,0,0,0,0,0,0,0,1,0,0,5,1,3,0,0,0
com.wTRAININQUIRYOnLine,0.1,com.wTRAININQUIRYOnLine,,8,0,0,0,0,0,0,0,0,4,0,0,22,9,4,5,0,1
com.wts.balabhumi,4.8.0,com.wts.balabhumi,20,11,0,0,0,0,0,0,0,0,0,0,0,31,6,3,7,0,5
com.youdao.note,4.4.2,com.youdao.note,,8,0,0,0,0,0,0,0,7,3,0,0,142,57,118,97,0,4
de.scope_design.geile_karre,1.0.5,de.scope_design.geile_karre,,8,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0
de.socialsweethearts.characterquiz,1.1.6,de.socialsweethearts.characterquiz,,10,0,0,0,0,0,0,1,1,2,0,0,48,9,6,11,0,12
de.ub0r.android.websms.connector.smsjoker,1.0,de.ub0r.android.websms.connector.smsjoker,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
de.wirecode.musicalarm,2.2.0,de.wirecode.musicalarm,,11,0,0,0,0,0,0,0,0,3,0,0,26,5,6,0,0,0
es.hubiqus.vecinos.ojen,1.4,es.hubiqus.vecinos.ojen,,8,0,0,0,0,0,0,1,0,2,0,0,5,0,7,16,0,1
fm.lem.mobile,0.99.1,fm.lem.mobile,,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4
fr.operadeparis.androidapp,1.0,fr.operadeparis.androidapp,,7,0,0,0,0,0,0,0,0,1,0,0,51,7,5,1,0,0
fruit.pop.crush,4.5,fruit.pop.crush,,8,0,0,0,0,0,0,0,1,0,0,0,27,8,4,16,0,0
gr.creationadv.vpigadas.clickmykonos,2.6.0,gr.creationadv.vpigadas.clickmykonos,,14,0,0,0,0,0,0,1,0,2,0,0,47,11,6,10,0,12
hr.apps.n161184164,5.31.2,hr.apps.n161184164,,14,0,0,0,0,0,0,0,0,3,0,0,67,16,7,10,0,13
hr.apps.n53205241,5.38.2,hr.apps.n53205241,,14,0,0,0,0,0,0,0,0,3,0,0,67,16,7,10,0,13
info.androidx.checkcalenf,1.0.5,info.androidx.checkcalenf,,9,0,0,0,0,0,0,0,0,1,0,0,85,12,12,14,0,12
itesta.shipcombat,1.5.0,itesta.shipcombat,22,9,0,0,0,0,0,0,1,0,0,0,0,95,41,6,23,0,7
jp.co.c2inc.deepsleep.pokemedi,2.20,jp.co.c2inc.deepsleep.pokemedi,22,8,0,0,0,0,1,0,0,0,1,0,0,63,21,10,8,0,11
jp.co.shufunotomo.a07277635f.mcbook,1.0.0,jp.co.morisawa.mcbook,,4,0,0,0,0,0,0,0,0,0,0,0,10,5,5,4,0,0
kr.ac.stuin.www,1.1.2,kr.ac.stuin.www,,8,0,0,0,0,0,0,0,0,1,0,0,0,8,10,2,0,0
kr.co.AUsoft.IamWallPaper,6.4,kr.co.AUsoft.IamWallPaper,,7,0,0,0,0,0,0,0,1,0,0,0,35,15,36,15,0,1
kr.co.mixpic.rainbow,0.0.1,kr.co.mixpic.rainbow,,8,0,0,0,0,0,0,0,0,0,0,0,84,17,52,75,0,9
mb.cmm.votreachatimmobilier,1.7,mb.cmm.votreachatimmobilier,,8,0,0,0,0,0,0,1,0,0,0,0,5,2,6,6,0,1
mediawire.printstand.mobile.presentationcampcalifornia,34.18,mediawire.printstand.mobile.presentationcampcalifornia,,13,0,0,0,0,0,0,0,0,0,0,0,5,4,27,0,0,0
mobilessence.leidenhs_introductie,1.0.1,mobilessence.leidenhs_introductie,,8,0,0,0,0,0,0,0,0,2,0,0,16,1,3,0,0,3
momenso.acoustictalker,1.08,momenso.acoustictalker,,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mtc.ps.alkitabapp,22,mtc.ps.alkitabapp,,9,0,0,0,0,0,0,0,0,1,0,0,5,2,8,1,0,1
my.book.ua.AOUVXDFFNRLAKMZNFS,3.0,com.appmk.book.scrollbook,,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
my.books.ua.AOUWJDXMHKUJSLHJ,3.0,com.appmk.book.scrollbook,,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
net.corethree.cardiffbus,3.4,net.corethree.cardiffbus,,8,0,0,0,0,0,0,0,0,0,0,0,28,3,6,7,0,1
net.fastpool.android,2015-05-22,net.fastpool.android,21,10,0,0,0,0,0,0,1,0,0,0,0,12,6,6,13,0,10
net.parentlink.azleisd,4.5.100,net.parentlink.azleisd,22,14,0,0,0,0,0,0,0,0,1,0,0,63,13,6,10,0,12
no.ba.areader,3.0.0,no.ba.areader,,8,0,0,0,0,0,0,0,1,2,0,0,137,4,3,3,0,3
np.com.rts.hydrology.ews,0.6.3,np.com.rts.hydrology.ews,,14,0,0,0,0,0,0,0,1,0,0,0,36,7,6,12,0,19
pt.beware.wdaa.misarela,1.2.4,pt.beware.wdaa.misarela,21,9,0,0,0,0,0,0,0,0,0,0,0,58,38,6,12,0,12
qtec.Simin,27.0,qtec.Simin,,9,0,0,0,0,0,0,0,0,1,0,0,34,6,20,15,0,12
radio.culturacaruaru,1.2,radio.culturacaruaru,,7,0,0,0,0,0,0,0,0,0,0,0,28,5,6,11,0,10
roo.magneticrpm,0.1,roo.magneticrpm,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ru.klenin.zombina,1.1.2,ru.klenin.zombina,,9,0,0,0,0,0,0,0,0,0,0,0,41,9,4,13,0,1
ru.sports.khl_cska,3.5.4,ru.sports.khl_cska,,14,0,0,0,0,0,0,0,0,0,0,0,101,22,6,10,0,12
se.vitamin.sbm,2.0.1,se.vitamin.sbm,,9,0,0,0,0,0,0,0,0,2,0,0,32,6,6,6,0,1
vn.com.lacviet.banchu,1.0.9,vn.com.lacviet.banchu,,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
